"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg13357812",0.05237013,0.04455744,0.0410728,0.04087234,0.05044984,0.0414213,0.04338114,0.06070478,0.04472773,0.04018236,0.04223632,0.04900314,0.04268543,0.0404373,0.04682632,0.03781893,0.04158952,0.05883706,0.0339885,0.04778907,0.04784383,0.04951284,0.01778351,0.04026444,0.0276719,0.04972537,0.04462175,0.04240148,0.03512468,0.04400888,0.03590652,0.03436073,0.02679609,0.05247628,0.05303645,0.05846663,0.03707466,0.04151893,0.03122194,0.04743421,0.04664792,0.04213219,0.03861249,0.03882417,0.03274021,0.0548951,0.03736401,0.03584144,0.05939878,0.06062676,0.0556897,0.0633749,0.06243655,0.06124023,0.04359409,0.0413737,0.04365869,0.0380918,0.02689745,0.05346192
"cg07499032",0.07579089,0.07675447,0.08486786,0.07901034,0.07598533,0.07337751,0.07740866,0.06870004,0.04831813,0.07149224,0.07386712,0.06559645,0.06451665,0.09145939,0.06893824,0.0750175,0.05836648,0.08039452,0.06944055,0.08014651,0.05480117,0.07394327,0.08638545,0.0770351,0.06376721,0.07765226,0.07570124,0.07320458,0.09390521,0.07166017,0.06513111,0.07582685,0.06990608,0.07639138,0.08078254,0.08703985,0.06065922,0.07619093,0.06390181,0.07056482,0.08027964,0.06307237,0.07339445,0.07062798,0.07963747,0.07725265,0.08383933,0.06460957,0.09623819,0.09185261,0.08733369,0.09240391,0.08859123,0.09083934,0.07491807,0.07311093,0.06125164,0.07386833,0.08930045,0.07218953
"cg18123596",0.10394599,0.10946549,0.09652314,0.10026585,0.08484569,0.09670158,0.08715787,0.10771127,0.08883155,0.11037926,0.10277718,0.10291181,0.09722806,0.10193182,0.09528404,0.09593695,0.10005792,0.10915507,0.09071655,0.095895,0.09681954,0.10089369,0.10163552,0.09594492,0.09824817,0.09517299,0.09649428,0.09907365,0.10803637,0.08907409,0.09516705,0.09706661,0.08788792,0.10025028,0.1000861,0.10506971,0.09133061,0.0901893,0.10550932,0.10006628,0.10138385,0.08758975,0.09475674,0.0938821,0.09623156,0.11000698,0.10986732,0.1003074,0.12076307,0.11387005,0.11908743,0.1072232,0.12344048,0.11960028,0.10717551,0.10689766,0.1036985,0.1130044,0.11094338,0.11094071
"cg22307649",0.08196934,0.09750963,0.08940287,0.06926636,0.06427888,0.08212504,0.07614333,0.0703965,0.07286211,0.07977328,0.08749743,0.07895807,0.07948305,0.07860021,0.08109212,0.08524889,0.08085584,0.07330869,0.07441473,0.07821014,0.05832996,0.08567036,0.06532114,0.07606036,0.08287053,0.07840033,0.08829853,0.05701736,0.08596828,0.07981177,0.07840746,0.07183179,0.08004145,0.07419563,0.07807834,0.08966978,0.07144606,0.06637386,0.07515114,0.07712974,0.0652015,0.06854412,0.08048569,0.08147818,0.10226501,0.08637135,0.08668465,0.07526047,0.08563699,0.10152425,0.11705825,0.09063264,0.08777567,0.09005261,0.06836375,0.07206092,0.07638001,0.0782455,0.08409402,0.07258358
"cg05262316",0.04197144,0.04438705,0.0520732,0.05493134,0.06213601,0.04889878,0.03767503,0.04848697,0.04999832,0.04179889,0.05032409,0.06332596,0.04303173,0.05068765,0.04231416,0.04344626,0.03971808,0.04184622,0.04174932,0.04152783,0.05207049,0.04953602,0.04368264,0.06002822,0.0375735,0.02928642,0.03952381,0.06434114,0.05756231,0.05170876,0.03361309,0.05550514,0.05149262,0.0448142,0.0493417,0.05559097,0.03966953,0.04436037,0.04008311,0.05370544,0.03402357,0.04288337,0.03966527,0.04574854,0.06431523,0.04316338,0.04226294,0.03954134,0.07608421,0.07226114,0.05969153,0.05847907,0.0617853,0.05892806,0.03503533,0.04129428,0.05469987,0.05480156,0.05391648,0.05599581
"cg03977081",0.04746751,0.04619361,0.03886088,0.04318241,0.04594626,0.04937995,0.03657772,0.04471012,0.03890101,0.03976748,0.03817907,0.03570695,0.05451166,0.05244656,0.04957636,0.06817891,0.04223982,0.04585397,0.04288061,0.03674453,0.05183581,0.04589437,0.04967071,0.03577538,0.07900447,0.04617382,0.0595028,0.03561079,0.04607509,0.05766601,0.06765132,0.0565352,0.05382696,0.04747899,0.05750963,0.04899854,0.04509353,0.04622225,0.05057072,0.0539012,0.05157472,0.03339733,0.04770138,0.06217983,0.04883428,0.03787625,0.05480849,0.03906521,0.03243848,0.02502787,0.03406245,0.02761047,0.0339097,0.02742985,0.05608156,0.05292898,0.04313432,0.05051621,0.03330431,0.01777705
"cg14376436",0.05972459,0.05961459,0.06723399,0.06220659,0.05777471,0.0595616,0.05794066,0.05258555,0.04520576,0.06028174,0.05451379,0.05636163,0.06318515,0.05475575,0.06603986,0.0508766,0.06125225,0.05581046,0.05563465,0.05226277,0.0454077,0.05897176,0.06204909,0.07171742,0.05384132,0.05498533,0.06100792,0.0639216,0.06390035,0.06805712,0.04910738,0.05903968,0.05921207,0.0603217,0.05856912,0.06749659,0.05773158,0.05795256,0.05868426,0.06353667,0.06389192,0.04949961,0.06026523,0.06430201,0.05779975,0.064499,0.07038618,0.04530852,0.06974458,0.08609403,0.07055928,0.08709905,0.07379085,0.07559234,0.06630963,0.06546693,0.06954851,0.07182955,0.07481027,0.07223606
"cg19497071",0.06245074,0.06987702,0.08198827,0.05823568,0.06896493,0.06669569,0.06756669,0.06760252,0.06248094,0.07311791,0.07485904,0.07713385,0.06290244,0.04913615,0.07223371,0.06680008,0.06354754,0.07396894,0.06120465,0.06573386,0.06366396,0.07418833,0.07180873,0.0758421,0.0753602,0.0676059,0.06183891,0.07624875,0.07945069,0.07203967,0.06409814,0.07430959,0.0738925,0.07137646,0.0722859,0.07004106,0.06081043,0.06148202,0.06653297,0.06969118,0.06862562,0.04993596,0.06741193,0.05617997,0.07688374,0.07560342,0.07434815,0.05439169,0.08226045,0.08958542,0.09118493,0.07955119,0.09213416,0.08320409,0.07583884,0.07442097,0.07508123,0.08012212,0.07428599,0.08485658
"cg11642891",0.9726517,0.9877742,0.9872772,0.9564312,0.9830457,0.9464379,0.9755303,0.9881659,0.9794983,0.9484272,0.9859542,0.9749763,0.9865692,0.9770565,0.9726818,0.9579929,0.9807236,0.9851045,0.9819492,0.9732946,0.9884693,0.9724454,0.9711184,0.976911,0.9727973,0.9725523,0.9813171,0.986617,0.9754475,0.9818105,0.9577833,0.9864525,0.9785984,0.9698333,0.9743392,0.9840966,0.9778526,0.9700684,0.9811088,0.9711867,0.9762437,0.9740951,0.9853176,0.9824893,0.980826,0.9872532,0.9732641,0.9491761,0.973168,0.955199,0.9478326,0.9338781,0.9896387,0.9573825,0.9673068,0.9784921,0.9883708,0.9865263,0.9694886,0.9830524
"cg13622267",0.05682546,0.05548182,0.05764067,0.0692284,0.06747207,0.06211168,0.06302372,0.06364143,0.0460809,0.05711695,0.05707677,0.05710212,0.05567172,0.06754927,0.07167637,0.05957609,0.0727731,0.06112389,0.05875302,0.05423196,0.0390512,0.06805928,0.05902042,0.06641059,0.06839552,0.08535635,0.06157575,0.05861125,0.06990104,0.07126272,0.06827552,0.05842974,0.05208472,0.06177602,0.06537097,0.06605592,0.06955831,0.05524818,0.05560916,0.05657301,0.0673566,0.04592998,0.06061756,0.05968027,0.06405291,0.06604947,0.06589758,0.05061246,0.07549698,0.0898546,0.08220242,0.08842638,0.06849366,0.06632609,0.06071554,0.06231986,0.06595503,0.06550129,0.06855892,0.06366081
"cg02031597",0.10553212,0.09216992,0.100138,0.09352981,0.09213899,0.08764819,0.08909117,0.09839299,0.09590069,0.09672301,0.10198658,0.0978835,0.09582625,0.10585744,0.09862313,0.09971391,0.09102003,0.10465184,0.10258273,0.0941168,0.08659794,0.10054158,0.09222987,0.09916682,0.10322994,0.09778289,0.09008985,0.10975852,0.10368612,0.10129214,0.09053948,0.09298121,0.09788575,0.10823114,0.10350627,0.10180007,0.09712004,0.09503292,0.08709903,0.0936731,0.10427156,0.08584364,0.10042293,0.09578398,0.10035545,0.10571785,0.09938222,0.10315683,0.11796173,0.1155866,0.12564411,0.11216637,0.11377082,0.10783467,0.11539178,0.11326187,0.10938291,0.10935167,0.09500208,0.10977102
"cg00584670",0.0239076,0.023335125,0.040099125,0.031417347,0.027064442,0.023065039,0.016772616,0.029635788,0.011734289,0.043783259,0.04612845,0.046129871,0.034981271,0.041381416,0.009786318,0.027047254,0.021941226,0.037773791,0.051236066,0.034491773,0.032764397,0.041110867,0.025278517,0.044122708,0.018807358,0.034948687,0.029684734,0.014521389,0.03124461,0.036198945,0.022721852,0.042928843,0.033052093,0.038413818,0.024017826,0.036367907,0.040915319,0.021502189,0.028919056,0.039520594,0.031278542,0.025059008,0.039187898,0.031412941,0.029808748,0.03173388,0.041618114,0.0367712,0.051895931,0.052194039,0.042845297,0.041443469,0.051370297,0.05038547,0.043346187,0.036117859,0.026000244,0.020501937,0.045386255,0.020926949
"cg00388987",0.04294253,0.0539969,0.03816734,0.04148539,0.0415562,0.05201642,0.03347668,0.04665966,0.02432774,0.05196872,0.05275989,0.03298317,0.04543673,0.0364631,0.04101227,0.04591587,0.05126073,0.03837639,0.04130487,0.05596124,0.03758825,0.04783374,0.04225724,0.04377018,0.04465251,0.05062768,0.04321447,0.06239726,0.04735031,0.04675728,0.04902997,0.02914105,0.04297947,0.03994793,0.06283456,0.05309026,0.04520913,0.03607549,0.04196145,0.04943893,0.04774367,0.03082272,0.04625584,0.04685258,0.0367673,0.04795748,0.04557029,0.04764632,0.06823368,0.05250378,0.078459,0.06083908,0.04763535,0.058644,0.05451703,0.04719735,0.04337883,0.05158538,0.04024272,0.03795075
"cg10450178",0.04099879,0.05158732,0.03724608,0.03515493,0.03658097,0.04267129,0.04115133,0.04672799,0.03302675,0.03470156,0.03141959,0.03880182,0.04689461,0.0486092,0.02743711,0.03642425,0.04129985,0.034467,0.0413884,0.05113076,0.0377045,0.03772606,0.04348543,0.05994732,0.02104764,0.04339995,0.02517789,0.03413677,0.03308326,0.05449249,0.03594618,0.04020765,0.03239701,0.05262094,0.04340652,0.0387535,0.03443133,0.05294837,0.02810865,0.04212063,0.0359997,0.03355628,0.03625873,0.03331141,0.03619448,0.04978206,0.04284316,0.0203379,0.04882462,0.07156371,0.04934575,0.04926807,0.06031525,0.05418856,0.04219375,0.04587447,0.03674851,0.03757852,0.02373417,0.05259656
"cg08793459",0.05641126,0.06487914,0.0602974,0.05369395,0.04984235,0.05040145,0.06076304,0.04891638,0.0447501,0.04996548,0.06578521,0.05580984,0.04724059,0.04495518,0.05538284,0.04621957,0.0571793,0.05539332,0.05678754,0.05322742,0.03649484,0.05158675,0.05293697,0.05205556,0.05201464,0.04805889,0.04604542,0.05245748,0.05556716,0.05558465,0.04892824,0.05394832,0.05111361,0.0587253,0.0474518,0.05759889,0.05382539,0.04505431,0.04561334,0.05056749,0.05952102,0.05138032,0.05109553,0.05257781,0.05166484,0.06539741,0.05458082,0.04448113,0.0560778,0.08889816,0.06547042,0.06946549,0.07516886,0.05956002,0.05382089,0.06747814,0.05754945,0.06065552,0.05819419,0.06000302
"cg08462292",0.04765737,0.0443218,0.05291224,0.03776511,0.04737242,0.04567332,0.04670304,0.05251992,0.04391671,0.04867722,0.06458775,0.05681283,0.05251129,0.03778077,0.06402255,0.04454268,0.02995597,0.04627138,0.05876373,0.04653136,0.03879181,0.04218896,0.05804171,0.0597444,0.03624953,0.04396363,0.04412881,0.03925704,0.05881483,0.0431626,0.04459684,0.03949581,0.04569607,0.05122716,0.03776501,0.04126006,0.0398568,0.04757786,0.04709204,0.04606513,0.05048018,0.04180298,0.05854212,0.04640506,0.04164323,0.05102459,0.04023065,0.03596349,0.05933188,0.05372269,0.06555857,0.07149511,0.06207119,0.06200797,0.05201262,0.03707848,0.05700534,0.04240204,0.05144851,0.05055828
"cg09352715",0.06502796,0.06515562,0.06574554,0.06216557,0.06490799,0.06065024,0.06547627,0.07115238,0.05341861,0.06779623,0.07767761,0.06748573,0.05822215,0.06530641,0.07021381,0.06635507,0.07195365,0.06557279,0.06607756,0.07092816,0.05235269,0.07583654,0.07159549,0.06154739,0.06175811,0.06269838,0.06274107,0.07205996,0.06816907,0.07535833,0.06356963,0.06452697,0.06799827,0.07148307,0.06316657,0.07186731,0.07370016,0.06063573,0.06301294,0.07483762,0.06725077,0.07279947,0.06854823,0.05999483,0.06051184,0.0668228,0.07779954,0.0760845,0.07189101,0.08433219,0.08382591,0.07960731,0.09621907,0.08131444,0.07063134,0.07739759,0.07804586,0.07242533,0.06470353,0.07405083
"cg01634057",0.088442,0.06249405,0.0694362,0.07725314,0.07831769,0.07140396,0.06437242,0.07400211,0.07448833,0.08368266,0.069486,0.04993638,0.06632231,0.06968482,0.05902433,0.07087387,0.07123912,0.06701433,0.0704546,0.07361784,0.06026023,0.08336955,0.07684071,0.07408939,0.06864946,0.07342697,0.07284706,0.07411676,0.06937519,0.07366863,0.07633838,0.06131594,0.07629868,0.07244078,0.0673147,0.07944924,0.06667494,0.0674884,0.05994242,0.06819752,0.0759437,0.05290787,0.06859646,0.06474071,0.05368836,0.07672443,0.06494634,0.0715888,0.09337631,0.09042521,0.08327653,0.09083796,0.07306943,0.08367159,0.0815865,0.08058961,0.07337272,0.07246523,0.06086257,0.07737713
"cg07400328",0.0758238,0.07782628,0.08178067,0.08144032,0.08350841,0.08282043,0.08117869,0.0826146,0.06943757,0.08384792,0.08240685,0.08030696,0.06995778,0.07108352,0.08544126,0.07887619,0.074421,0.07742716,0.0839405,0.08573059,0.0694582,0.08438038,0.08831359,0.086543,0.06898833,0.07728885,0.08728902,0.09640871,0.08865051,0.08476227,0.08305228,0.08512896,0.08127074,0.08209638,0.08179304,0.09432112,0.08142008,0.07528925,0.07014339,0.08874882,0.08986162,0.07760409,0.08548577,0.08134707,0.07252788,0.09814723,0.08874824,0.08347825,0.09923686,0.102707,0.09060165,0.10376801,0.09397125,0.09678669,0.08522662,0.09561446,0.08892988,0.08575425,0.09226039,0.09002276
"cg08271918",0.05721235,0.05026156,0.04388174,0.05509328,0.03961471,0.05654179,0.05122452,0.04984445,0.04240628,0.04312257,0.03480852,0.03589625,0.06298039,0.06498187,0.04710707,0.04831195,0.05179847,0.05551299,0.04220928,0.04613592,0.04031772,0.05223756,0.04468873,0.03745723,0.05212546,0.0626222,0.03919732,0.04730513,0.04247874,0.02672941,0.04808617,0.04467253,0.04004944,0.04706771,0.05106771,0.04519331,0.04939307,0.05364667,0.03481718,0.04580635,0.05154277,0.03000536,0.04370988,0.05263254,0.04858004,0.04611416,0.04278312,0.04339507,0.05478986,0.06019177,0.06098639,0.06990714,0.080606,0.04316132,0.04135871,0.04106003,0.05417556,0.04507533,0.04558608,0.03788837
"cg25417348",0.06963721,0.05769187,0.05027734,0.08653498,0.0608773,0.0595266,0.06620387,0.04982868,0.0371122,0.05724306,0.06482691,0.05696615,0.06116244,0.05340261,0.03192269,0.05423114,0.05851288,0.07290338,0.05981117,0.06979963,0.04324029,0.06515556,0.0573917,0.0657467,0.07215779,0.0652591,0.04116825,0.05674676,0.05403741,0.05765341,0.06018638,0.05698017,0.05505603,0.04998067,0.06225155,0.06006092,0.05788453,0.05949657,0.05433396,0.05977895,0.05547403,0.04815279,0.05345241,0.05166635,0.06270028,0.05729624,0.06038641,0.04649499,0.0778315,0.06538912,0.07156862,0.07547551,0.06945047,0.07612318,0.05494484,0.06756735,0.05060015,0.05971079,0.05476748,0.06347874
"cg00427822",0.0870518,0.09622905,0.09823285,0.08242085,0.07050581,0.07868581,0.0864495,0.08609877,0.0863987,0.09290849,0.07696771,0.08597012,0.08503939,0.09018284,0.09237193,0.07551531,0.07910806,0.09147841,0.09033893,0.07897895,0.09668486,0.08566577,0.08595418,0.0853463,0.0770794,0.08320841,0.07859351,0.08943588,0.10487487,0.09576652,0.09021503,0.07776455,0.08900399,0.09804384,0.08735084,0.09730875,0.0810598,0.08146918,0.08578481,0.08073905,0.08689144,0.08147045,0.08546342,0.08569348,0.0861972,0.09243806,0.0928935,0.08646797,0.09790426,0.10691592,0.103665,0.10175816,0.10075858,0.10145825,0.09166648,0.08709182,0.09075715,0.09358495,0.0925123,0.09900322
"cg08899126",0.03495097,0.0325613,0.03164313,0.02128968,0.02576967,0.03182741,0.03911083,0.0333605,0.02315677,0.0285022,0.0263376,0.01977176,0.0314876,0.02808359,0.02747359,0.02811514,0.02818635,0.02880347,0.04154039,0.03180788,0.02405126,0.02429193,0.02852534,0.02869801,0.01984797,0.03978661,0.04097593,0.03484526,0.03729813,0.03450093,0.0407689,0.04628757,0.03410222,0.04025756,0.03936945,0.02868885,0.03560513,0.02861791,0.02975689,0.03316684,0.03724969,0.02214569,0.04034973,0.03729311,0.02428885,0.03224367,0.03279078,0.02507032,0.04078278,0.07686601,0.04683178,0.04484321,0.03973311,0.02855705,0.03486178,0.03383114,0.03784036,0.03096349,0.04019656,0.03116924
"cg00918762",0.0465003,0.04502898,0.04202773,0.04529807,0.04259218,0.02499925,0.03673656,0.03215182,0.05565331,0.04102197,0.04255358,0.05360972,0.02749461,0.03227691,0.04086464,0.03944902,0.03899235,0.04224914,0.04215051,0.04737272,0.03302938,0.04714528,0.05038624,0.04891782,0.0438065,0.04070321,0.04526753,0.04175939,0.04885961,0.04808342,0.05135201,0.03163311,0.04440226,0.04508131,0.0583123,0.04377672,0.03990022,0.02674846,0.03578486,0.0450121,0.04296805,0.02126079,0.04179365,0.04000812,0.04443956,0.05164245,0.037425,0.0457528,0.06782447,0.04441507,0.04786052,0.06022829,0.05082867,0.06532616,0.04582638,0.042787,0.04243239,0.0397445,0.03361029,0.04835813
"cg10927536",0.04946124,0.04482719,0.05274068,0.04376377,0.05149967,0.05155595,0.03896462,0.05126796,0.03804254,0.05021073,0.05325699,0.05260411,0.0432027,0.04160589,0.05133522,0.04087578,0.04494538,0.0533069,0.05507567,0.04458667,0.04021318,0.05565896,0.05158345,0.05358647,0.04152592,0.04612064,0.03993626,0.06676533,0.05826313,0.0545911,0.04388397,0.04779168,0.04698671,0.04664806,0.05437318,0.0489498,0.04477262,0.04835056,0.0409963,0.05335449,0.05903018,0.04260903,0.05146807,0.04798983,0.05233389,0.05967482,0.04531521,0.04616069,0.06508404,0.0597711,0.06439548,0.06063799,0.06607804,0.06350437,0.05565129,0.05887992,0.05200607,0.04875688,0.04543665,0.05125239
"cg12661229",0.05291569,0.05211294,0.05112796,0.04592083,0.04913291,0.05099996,0.0422386,0.05132661,0.04273718,0.04863766,0.04219306,0.05648361,0.05040309,0.04622197,0.0493732,0.04894486,0.06000913,0.05846527,0.04448048,0.05617635,0.04008421,0.04472762,0.06218974,0.04729119,0.05556174,0.04284356,0.04408954,0.05088618,0.05572683,0.04559605,0.0446376,0.04622488,0.05335749,0.03963298,0.06068303,0.05362511,0.05302149,0.04857624,0.04337779,0.04798384,0.04387377,0.03940123,0.04938257,0.05726296,0.05187421,0.0586899,0.05468596,0.04713079,0.0634953,0.06652824,0.06775834,0.06517925,0.0610969,0.06280274,0.062449,0.05632197,0.05695111,0.05817053,0.05818834,0.04757917
"cg07674403",0.01560515,0.03423729,0.03573481,0.03006556,0.02976075,0.02204417,0.03402838,0.02241667,0.01845454,0.03475875,0.01789855,0.02677059,0.01729544,0.0175702,0.0240536,0.0333798,0.02711178,0.03003394,0.03943439,0.03893464,0.02650637,0.04945,0.03327296,0.02554382,0.03490985,0.02937273,0.02633565,0.01703675,0.02970209,0.02622795,0.03039212,0.02925335,0.02235743,0.03019326,0.03745653,0.01859924,0.01959874,0.01694878,0.02436685,0.04338771,0.02097139,0.01483688,0.03793748,0.03038063,0.01608421,0.02615473,0.03258081,0.02043245,0.04236506,0.03850895,0.04327651,0.04851659,0.03407352,0.04191476,0.02205439,0.02841604,0.01990513,0.01821597,0.03603725,0.03479695
"cg04386512",0.03812986,0.04352666,0.04239611,0.04430816,0.04029164,0.04134135,0.04083729,0.03636092,0.03398299,0.04394828,0.04533724,0.0340256,0.03568816,0.04440983,0.04286396,0.04539178,0.04768397,0.04330644,0.05346839,0.04425991,0.03440221,0.04127691,0.04706254,0.05273723,0.03815963,0.03584713,0.04481341,0.05136151,0.04794008,0.05041964,0.0403474,0.04296053,0.042472,0.0530033,0.04668229,0.04311073,0.03899593,0.03911244,0.03933209,0.04139345,0.04689472,0.04228651,0.03469519,0.03630294,0.04165491,0.04212292,0.05358949,0.03060183,0.06168039,0.05538604,0.06212229,0.06096988,0.05833477,0.04305839,0.03439536,0.05091793,0.04412179,0.04681491,0.05206798,0.05322485
"cg10277146",0.05505076,0.05260995,0.0621354,0.05071059,0.04224021,0.05845948,0.04438914,0.0396021,0.05539245,0.0464262,0.0357268,0.04667449,0.06009294,0.0573126,0.04288796,0.06064562,0.06034923,0.04966214,0.05820799,0.05922435,0.04503988,0.05067011,0.04956066,0.05181946,0.05560275,0.04766478,0.04280764,0.04928079,0.0565561,0.05503688,0.0494584,0.05204756,0.0568943,0.0510002,0.05663047,0.04274925,0.03582904,0.04719125,0.05386877,0.06446078,0.05825038,0.04254505,0.05023946,0.03659202,0.04419326,0.05757707,0.05536912,0.03994899,0.07034784,0.08083204,0.06865611,0.05689755,0.06173657,0.04874823,0.05475586,0.03911065,0.03964075,0.04942645,0.05302349,0.0613354
"cg07395907",0.05162062,0.05572585,0.05716776,0.04592997,0.05190306,0.05101227,0.04478262,0.04986769,0.0451672,0.05024673,0.05487997,0.04490545,0.05388833,0.05412283,0.05647551,0.05865644,0.05385093,0.05571373,0.05106665,0.05045974,0.03446171,0.05728649,0.05639111,0.05477102,0.04208795,0.04253134,0.05258566,0.05434327,0.04126052,0.03956141,0.03392796,0.04128315,0.04731469,0.06262216,0.05215968,0.0457054,0.04745696,0.04353645,0.04254186,0.04343596,0.05507297,0.04048898,0.05107932,0.04350568,0.04520306,0.05548518,0.04612167,0.04922421,0.05718648,0.06514996,0.05956539,0.06863973,0.06551871,0.06194547,0.04376884,0.0498125,0.05501154,0.05307775,0.0570125,0.04079742
"cg17266562",0.07556754,0.07351156,0.07377322,0.06901685,0.08170441,0.06980059,0.0762775,0.07495958,0.06257883,0.06963325,0.06944276,0.07991094,0.07463582,0.07703019,0.06999715,0.0725774,0.07144029,0.06573472,0.07150669,0.06741786,0.06079926,0.07727526,0.08291409,0.07084288,0.06536757,0.06246091,0.07896893,0.0731097,0.08165302,0.07883986,0.07338687,0.07317722,0.07811287,0.07264279,0.08010327,0.07839402,0.06659336,0.07631522,0.06992537,0.07675671,0.07809584,0.0736272,0.07951253,0.0731893,0.07028237,0.08541233,0.08252388,0.06901195,0.09980867,0.08934696,0.08065274,0.09617764,0.08461346,0.07848443,0.08281156,0.07478978,0.0795307,0.08325102,0.08088701,0.08159662
"cg16427488",0.05209809,0.04972643,0.05128998,0.04228026,0.04850925,0.06049402,0.05940142,0.04600462,0.04300257,0.04368409,0.04495241,0.04583488,0.05479561,0.05347216,0.05180099,0.04539653,0.05049093,0.05841797,0.05045317,0.05028459,0.04702299,0.05492032,0.05234901,0.0473491,0.04489614,0.04973399,0.04864699,0.05506518,0.05441836,0.05691557,0.04057831,0.05231333,0.05661327,0.05561431,0.05395658,0.0578434,0.04773024,0.04577824,0.05790982,0.04953439,0.05000104,0.046972,0.05088455,0.04850726,0.05770788,0.0598115,0.05970387,0.04795049,0.06599592,0.05756439,0.07221169,0.06748874,0.0696293,0.05797859,0.05844132,0.05795031,0.05260111,0.05620725,0.05357726,0.05686752
